risk,return,method
0.0003773535728835889,0.002190139987310171,weighted_sum
0.00039137254305216093,0.004373527856063231,nsga2
0.0003916640487794142,0.004416986155577361,nsga2
0.00039322582409559545,0.004453297480878594,weighted_sum
0.00040124177445607077,0.004535847455271875,nsga2
0.0004214689234794222,0.004645448871729947,nsga2
0.00045501695774668007,0.004762125324519091,nsga2
0.00048115375018332237,0.0047967550423517295,nsga2
0.00048143128878370663,0.004814673230253896,nsga2
0.0004893051472622948,0.0048889412725733866,nsga2
0.0004981817756051389,0.004929511774703729,nsga2
0.0005114339734836083,0.004973427575157519,nsga2
0.0005230618461327997,0.005004409149354929,nsga2
0.0005272176628401987,0.005146958364456236,nsga2
0.000535587705868026,0.0052390927807246385,nsga2
0.0005461347030005487,0.005338738299599552,nsga2
0.0005509078192971281,0.005379592239664168,nsga2
0.0005575111258436747,0.005432764314876973,nsga2
0.0005621383286942724,0.005468057804932321,nsga2
0.0005720716934466231,0.005539296224487326,nsga2
0.0005827295191545205,0.005610090363609843,nsga2
0.0005867977129816947,0.005635822774940395,nsga2
0.0005932022601832716,0.005675071543085105,nsga2
0.0006047440232900944,0.005742366102348252,nsga2
0.0006147241468279406,0.005797479137840973,nsga2
0.0006220107435767146,0.00583615131778404,nsga2
0.0006345257608214601,0.00589986457704029,nsga2
0.0006428985688404289,0.005940785260677616,nsga2
0.0006530160703828352,0.005988610500361225,nsga2
0.0006543258853458444,0.006322050987488537,nsga2
0.0006554856607245444,0.006389137260234559,nsga2
0.0006570559403610411,0.006426140012378036,nsga2
0.000661274722273515,0.006489421770250914,nsga2
0.000664127934876996,0.0065212493029262256,nsga2
0.00066901148588415,0.0065663682948104915,weighted_sum
0.0006739734061840422,0.006604991436542043,nsga2
0.0006764455590520415,0.0066223999844818235,weighted_sum
0.0006849774918686632,0.006676004171100772,nsga2
0.0006862589829477315,0.006683373414137488,nsga2
0.0006873684132709904,0.006689634642811594,weighted_sum
0.0006968777531475073,0.006731630579101654,nsga2
0.0007071176415229972,0.00678726236674858,nsga2
0.0007176272782222414,0.0068413885205591985,weighted_sum
0.0007208222358656745,0.006855763839238032,nsga2
0.0007281200614254005,0.0068724760752536685,epsilon_constraint
0.0007286785070798739,0.006874563250985536,weighted_sum
0.0007380527114308991,0.006908495413886543,nsga2
0.00073991028859238,0.006914989744866773,nsga2
0.000751760485525294,0.006975607197084529,nsga2
0.000773454079353148,0.007045814543475163,nsga2
0.0007759758061734052,0.007053460345238287,weighted_sum
0.0007764174889235813,0.007054789836676508,nsga2
0.0008022852881438512,0.007128231936654263,epsilon_constraint
0.0008084366546505708,0.0071445815577890134,nsga2
0.000866154371189844,0.007282799439587048,nsga2
0.0008733774303218789,0.007298543873291215,nsga2
0.0008767818279242,0.007305866114816118,epsilon_constraint
0.0008920239473966022,0.0073116905659826835,nsga2
0.0009015621465385321,0.007357417915412043,nsga2
0.0009111899479759784,0.007376687696539482,nsga2
0.0009360570379822833,0.007424727326717837,nsga2
0.0009489472875552075,0.007481662391150114,nsga2
0.0009606446083319541,0.0075207147107544895,nsga2
0.0009717920681998212,0.0075526438613476386,nsga2
0.000983773381103289,0.007583149276490658,nsga2
0.0009846374729846358,0.007585228767692726,weighted_sum
0.0009997424236439885,0.007619486362868808,nsga2
0.0010160975348601003,0.007652982486425,nsga2
0.0010252689297437954,0.007670488198446814,weighted_sum
0.0010321996948121357,0.007683204550203255,nsga2
0.0010454330680080184,0.0077064155493490084,nsga2
0.0010572484449845035,0.007726104174287271,nsga2
0.0010754987087998407,0.007754890708734647,nsga2
0.0010878889247825717,0.007773464478628634,nsga2
0.0010992600645764368,0.007789907431464705,epsilon_constraint
0.0011052550712630643,0.007798363603865683,weighted_sum
0.0011102095000030555,0.007805247907640177,nsga2
0.001124502821172963,0.007824615163613725,nsga2
0.0011451238351699571,0.0078513867836417,nsga2
0.001159258594528078,0.007869026762350215,nsga2
0.0012011720276523712,0.007918444198671482,nsga2
0.0012210068088111565,0.007940529068154753,nsga2
0.001239433042133003,0.007960397065848697,nsga2
0.0012476005288969488,0.007969018549632154,epsilon_constraint
0.0012495961482548211,0.00797110858342013,nsga2
0.0012675507949706324,0.00798963319874324,nsga2
0.0012881860366021733,0.00801033790133211,nsga2
0.0012893605969332583,0.008011498620598,weighted_sum
0.0012899903032454316,0.008012120141385502,nsga2
0.0013199847716100983,0.008041131764959037,nsga2
0.0013217844874510254,0.008042837103012943,epsilon_constraint
0.0013287088522862223,0.008049362785493293,nsga2
0.0013452192564435794,0.008064701706030129,nsga2
0.0013568514766828237,0.008075329409813335,nsga2
0.0013708406574289968,0.008087923808714509,nsga2
0.001381167511638961,0.008097095438820307,nsga2
0.0013959830728602438,0.008109867070547049,epsilon_constraint
0.0014707481209244849,0.00817377627150164,epsilon_constraint
0.001514821891169053,0.008207655000041862,epsilon_constraint
