risk,return,method
0.00026549568151723905,0.0032652146972141755,nsga2
0.00026663882993905577,0.0033358332247521282,nsga2
0.0002678461626762235,0.0033631107455616253,nsga2
0.0002698600563059107,0.0034174690817868683,nsga2
0.00027108004141093315,0.003471483405763218,nsga2
0.0002711657130713764,0.0035149101274661275,nsga2
0.0002747777577686917,0.003585776030863107,nsga2
0.00027632268917849776,0.0036185302441810755,nsga2
0.0002807974773884379,0.003686546695594672,nsga2
0.0002841965401158452,0.0037385143732437285,nsga2
0.0002857375406313666,0.0038107677529215797,nsga2
0.0002889105073352104,0.0038687015289103387,nsga2
0.0002906548329713443,0.003989953167305547,nsga2
0.00029481588714422703,0.00411647739611059,nsga2
0.00029842790815730005,0.004163349982719278,nsga2
0.0003032696960255714,0.004201365599827159,nsga2
0.0003051594887908223,0.004351390572169738,nsga2
0.0003106913248824492,0.00443460483622879,nsga2
0.0003140293205412843,0.004483095024158744,nsga2
0.00031552896357482077,0.004525692112825692,nsga2
0.00032216813809877727,0.004594716864579641,nsga2
0.0003282381932712904,0.004629873047149089,nsga2
0.00033062471789317395,0.00477478934816445,nsga2
0.0003333962437737762,0.004840805332621831,nsga2
0.0003363006857471896,0.004913784361845882,nsga2
0.0003401833773562285,0.004982488753488078,nsga2
0.00034366602562193693,0.005037312207395739,nsga2
0.0003483940174006004,0.005108978267820075,nsga2
0.00035499012291409135,0.00518827695774969,nsga2
0.00035956638040479135,0.005236917914354473,nsga2
0.0003648629628751193,0.005289494515553257,nsga2
0.0003714871989710927,0.0053310005971895615,nsga2
0.00037698346672891854,0.0053949882954288,nsga2
0.0003824048543272094,0.005406287785185755,nsga2
0.00038997958066662415,0.005501286905133403,nsga2
0.00039622015515858246,0.005530249251141615,nsga2
0.00040149575167038927,0.005567418073925183,nsga2
0.00040670142715272653,0.005617216430813666,nsga2
0.00041125652011362007,0.005637231811297883,epsilon_constraint
0.0004130192022624022,0.005647700125604251,weighted_sum
0.00041495438050146886,0.00565153327087042,nsga2
0.00041499421319578505,0.005666724242558485,weighted_sum
0.0004189696364135828,0.005682098652067291,nsga2
0.0004284131706327688,0.0057453418285181145,nsga2
0.0004307437473055524,0.005761507503029387,nsga2
0.00043530301432834857,0.005833224785732784,nsga2
0.0004401259383060901,0.005869589577184462,nsga2
0.00044593518516015794,0.005901109803429502,nsga2
0.0004486764831722096,0.0059193795789537025,nsga2
0.0004544744541032116,0.005961702815085428,nsga2
0.0004600259543825361,0.006006075176318713,nsga2
0.0004638142816731667,0.006031335243239231,nsga2
0.00046655462672526857,0.0060361757065822514,weighted_sum
0.0004718239204939713,0.00605241798748447,nsga2
0.0004832318614420176,0.006146912581411447,nsga2
0.0004896407518381639,0.0062000762234729915,nsga2
0.0004952029025512267,0.006238508553670965,nsga2
0.0005027002732017992,0.006245572596078122,nsga2
0.0005063198067342205,0.006304056818951233,nsga2
0.0005161070844630778,0.006332097420612486,nsga2
0.0005243972120623777,0.006400944262053867,nsga2
0.000535388019078945,0.006443265567449723,nsga2
0.0005440647827430813,0.006463021850668569,nsga2
0.0005467766606909926,0.006503138980822241,nsga2
0.0005568667350550672,0.0065392778228987435,nsga2
0.0005631466248289341,0.006620812691991967,weighted_sum
0.0005735405284817874,0.00666156456312064,nsga2
0.0005872141793746749,0.0067315884678786206,nsga2
0.0005937934040834538,0.0067614590960748695,weighted_sum
0.0006034493880192565,0.006786705396676983,nsga2
0.0006069318020761825,0.006811649110853161,nsga2
0.0006141183787823041,0.006821488373696015,nsga2
0.0006192487625266558,0.006851569697769277,nsga2
0.0006239928319902442,0.006875555236480093,weighted_sum
0.0006253172402202367,0.0068784377494012965,nsga2
0.0006301981777799212,0.0068860117128902,epsilon_constraint
0.0006418466904292302,0.006928068512997758,nsga2
0.0006515909380521061,0.006959265301492499,nsga2
0.0006557056882777805,0.00696822078673945,nsga2
0.0006628480300800265,0.0069881939648219924,nsga2
0.0006742222045904556,0.007027580265403269,weighted_sum
0.0006852159249199654,0.007043776994087257,epsilon_constraint
0.0006910495618519775,0.007066713268280003,nsga2
0.0007311263322127394,0.007090212060796922,nsga2
0.0007359593317701601,0.007117091349846742,nsga2
0.0007399368641184017,0.007175813584956365,epsilon_constraint
0.0007637265950503012,0.007240429175211207,weighted_sum
0.0007946721244564646,0.00729208925148288,epsilon_constraint
0.0008494272841104208,0.007393476881197527,epsilon_constraint
0.0009041707907053552,0.007495676557356861,epsilon_constraint
0.0009589189499002907,0.0075926223493286895,epsilon_constraint
0.0009621924370640675,0.00759790382146636,weighted_sum
0.0010136768988081848,0.007673368333706015,epsilon_constraint
0.0010684297494493505,0.007755721312662469,epsilon_constraint
0.0011231783987248496,0.00783006236694086,epsilon_constraint
0.0011779279424278726,0.007896616716001368,epsilon_constraint
0.0011938936761930247,0.007914737215247821,weighted_sum
0.0012326817077462705,0.007956609983890523,epsilon_constraint
0.001287934922080424,0.008012605473661366,epsilon_constraint
0.0013426623047809213,0.008063824650758347,epsilon_constraint
0.0013974119090865104,0.008112325367935061,epsilon_constraint
0.0014521339369732865,0.008158159274136463,epsilon_constraint
0.0015099877513256113,0.008203276000045863,weighted_sum
