risk,return,method
0.0002003651807073497,0.0024051290359296657,weighted_sum
0.00020060194436011966,0.002514881849372112,weighted_sum
0.00020783361741809897,0.0029933276108115793,weighted_sum
0.00020982078289903447,0.0032091269439280994,weighted_sum
0.00022121729647743476,0.0036295286710538734,weighted_sum
0.0002212217236032523,0.003676728259695822,weighted_sum
0.00023126717541069655,0.003738717587210798,nsga2
0.00023223154030376295,0.0037449932713029873,nsga2
0.0002327484134839761,0.003748356369913449,nsga2
0.00023280594514983182,0.003812124272958383,nsga2
0.0002342053481595355,0.0038622532486587953,nsga2
0.00023469171682309362,0.003878013591181672,nsga2
0.00023563810660387637,0.003894411163017441,nsga2
0.00023709997151756667,0.003919771433931666,nsga2
0.0002371871777357856,0.003956868047142371,nsga2
0.00023828592526743304,0.004080426554793763,weighted_sum
0.00024373846737867977,0.004093981970167306,nsga2
0.0002445988401683426,0.004133634183669999,nsga2
0.00024482975978296686,0.004145887991956839,nsga2
0.00024696693846596476,0.004157417960357523,nsga2
0.00024839530427347127,0.004158213248038521,nsga2
0.0002487112970299569,0.004203987413783178,nsga2
0.0002507308027815584,0.004242752146955842,nsga2
0.0002516300468147238,0.004254117199944565,nsga2
0.0002526195936384247,0.004271947176093374,nsga2
0.0002528505529355611,0.004305704054238334,nsga2
0.00025347887764515416,0.0043208674392711515,nsga2
0.0002540638134516297,0.004340086428169472,nsga2
0.00025533616531538426,0.00437702865444744,nsga2
0.0002574210673766767,0.0043941743636637855,nsga2
0.00025774251742453186,0.00445917846800637,weighted_sum
0.00026166854000097867,0.004466532480768396,nsga2
0.00026375233551781,0.00451370613205453,nsga2
0.0002654560562388404,0.004522066920870033,nsga2
0.0002659080975195494,0.004561922125248785,nsga2
0.00026783706776982945,0.0045705077328042475,nsga2
0.00026933930596227614,0.004621225811630325,nsga2
0.0002714914472414007,0.004624878571853115,nsga2
0.0002719137350746545,0.00464049995392773,nsga2
0.0002741088767302426,0.004681786821009109,nsga2
0.00027633897938818367,0.004713368207740673,nsga2
0.00027690385105498116,0.004718710203170968,nsga2
0.00027869080050728476,0.004726358436678517,nsga2
0.00027960954520961606,0.0047424618555481,nsga2
0.00028015010185373894,0.004826404003575916,weighted_sum
0.0002837326324668084,0.004829257848095797,nsga2
0.0002852030023280485,0.004841469886062812,nsga2
0.00028793043324429736,0.004894430326767502,nsga2
0.0002927360468552515,0.004897826735690475,nsga2
0.0002964277522403599,0.004962451517679053,nsga2
0.0003007318054349518,0.004969756537595495,nsga2
0.00030119925294536115,0.00508284523274918,weighted_sum
0.00031127408822092894,0.00509831219859837,nsga2
0.0003115630865076328,0.00510507301715403,nsga2
0.0003123050257837244,0.00511782180043096,nsga2
0.000315465749736957,0.0051399807808354386,nsga2
0.00031779833891785303,0.005144592842046414,nsga2
0.00032142026817193236,0.005148796357674097,nsga2
0.0003237561850010145,0.005154478304367806,nsga2
0.00032472776758790374,0.005199472104387468,nsga2
0.00032521601964144903,0.005202201863694355,nsga2
0.00032644146910685304,0.0053329836868808685,weighted_sum
0.0003427151319390281,0.005381624435456765,nsga2
0.00034502627747564827,0.005387608760512846,nsga2
0.00034636354490850436,0.005393423288262203,nsga2
0.000347130645307329,0.005508050344637097,epsilon_constraint
0.0003615212472235361,0.005618228701881338,weighted_sum
0.0003710587309565239,0.005686917239940212,epsilon_constraint
0.0003949888193678603,0.0058463153252026325,epsilon_constraint
0.000409599080090391,0.00593727879446034,weighted_sum
0.00041892014834797717,0.0059905318845117055,epsilon_constraint
0.00044301027207299855,0.006124008247346722,epsilon_constraint
0.0004669246240794658,0.006246624230407955,epsilon_constraint
0.0004741305455636606,0.006283921337035633,weighted_sum
0.0004908569657443536,0.006363250280377342,epsilon_constraint
0.0005147810096481038,0.0064708007897892736,epsilon_constraint
0.0005387046181614233,0.00657110747445974,epsilon_constraint
0.0005555591453417157,0.006637783177800222,weighted_sum
0.000562629274384606,0.006664748329019675,epsilon_constraint
0.0005865561823648152,0.0067526128997738005,epsilon_constraint
0.0006104841415885593,0.006834336219787021,epsilon_constraint
0.0006344065505943217,0.006910095437171883,epsilon_constraint
0.000637549061855832,0.006920232993521367,weighted_sum
0.0006583339908607239,0.006979687536967082,epsilon_constraint
0.000682259469531958,0.00704377728397746,epsilon_constraint
0.0007061889291389681,0.007102529512005198,epsilon_constraint
0.0007301202233360046,0.007156597745922493,epsilon_constraint
0.0007338504737479608,0.007168111258317457,weighted_sum
0.0007540496197733257,0.007210069723625174,epsilon_constraint
0.0007782333993927112,0.007258372923875067,epsilon_constraint
0.0008021694572523992,0.007305266081536831,epsilon_constraint
0.0008261183900781867,0.007343966875700593,epsilon_constraint
0.0009394241206209182,0.007551374949371341,weighted_sum
0.0012536363818327677,0.007960063914254054,weighted_sum
0.0014827398308428353,0.008160745000034818,weighted_sum
