risk,return,method
0.0006842918436906067,0.003111730037197842,weighted_sum
0.0007024393699019219,0.0040127773446328365,nsga2
0.0007069836125987593,0.004126102175330777,nsga2
0.0007144346706956055,0.004273566261732604,nsga2
0.0007230114193315525,0.004311362408318616,nsga2
0.0007331130486663758,0.004430789388073738,nsga2
0.0007477843710598386,0.0045453383126516905,nsga2
0.0007548774933629305,0.004631806904648086,nsga2
0.0007580484316271029,0.0047925767681505325,weighted_sum
0.000763109023684752,0.0048457156035509544,nsga2
0.00077252278559188,0.005006862914893693,nsga2
0.0007835902977261354,0.00515096473772883,nsga2
0.0007950673180142696,0.005277221149785241,nsga2
0.0008032893497692244,0.005361135733958565,nsga2
0.0008039358559782611,0.005376965904994054,epsilon_constraint
0.0008175747878466532,0.005470750472325787,nsga2
0.000819241645218586,0.005502208428110493,weighted_sum
0.0008303551076412033,0.0055510168194400425,nsga2
0.0008420928141709882,0.005662106522058223,nsga2
0.0008611581891031056,0.005777347013765925,nsga2
0.000874227363150455,0.005854208185164041,nsga2
0.000895790433942675,0.0059001157899724295,nsga2
0.000898367046816389,0.0059957477124587925,epsilon_constraint
0.0009296228663052842,0.006063219128902807,weighted_sum
0.0009396656078928413,0.0061891688537351365,nsga2
0.0009560072221071344,0.006265181926831009,nsga2
0.000979877685905486,0.0063703565011939195,nsga2
0.000992516250150642,0.006428855067343028,epsilon_constraint
0.0010035414436021177,0.006464183864029723,nsga2
0.0010114206063598762,0.006563436930666658,nsga2
0.0010317362154921021,0.00668741629404925,weighted_sum
0.0010442428347943538,0.006704148673826235,nsga2
0.0010601580113771129,0.006800382161205044,nsga2
0.0010643259862095208,0.0068360126055489814,weighted_sum
0.0010669392173851826,0.006841354121132752,nsga2
0.0010826505376015222,0.006881898159860792,nsga2
0.001086712909354892,0.006924067196702758,epsilon_constraint
0.0011051605072941641,0.006971481357846273,nsga2
0.0011130419576502043,0.007017751425344357,weighted_sum
0.0011160093334343854,0.007023815597937979,nsga2
0.0011496986896681286,0.00710210311863191,nsga2
0.0011654790725319619,0.007172056672628194,nsga2
0.0011808754869008912,0.007226080116330431,epsilon_constraint
0.0011876197545279703,0.007244862307718031,weighted_sum
0.001199867716491217,0.007262154457604874,nsga2
0.0012617401494408522,0.00739849384040092,nsga2
0.001275064731279529,0.007466475722594731,epsilon_constraint
0.0012960710484944962,0.007511979149820094,nsga2
0.0013058601021354278,0.007536841074511328,weighted_sum
0.0013256941514489815,0.007569513156607795,nsga2
0.0013490708778814936,0.007622938618061065,nsga2
0.0013697636055325982,0.007673331681455148,epsilon_constraint
0.001418469650682117,0.007765036584891739,nsga2
0.0014512962982243132,0.007819064621193281,nsga2
0.0014639199651152884,0.007856027243452572,epsilon_constraint
0.001466955682204478,0.007857473002560515,nsga2
0.0014995635019747152,0.007920312773964024,nsga2
0.001502673610927341,0.007926196440003024,weighted_sum
0.001537570448399084,0.007969298007472304,nsga2
0.0015581018407163892,0.008022122638221399,epsilon_constraint
0.0015753514009683432,0.008050040828158477,nsga2
0.0016028404602690233,0.00805260086201748,nsga2
0.0016353596224238929,0.008148148090862041,nsga2
0.0016494059524685201,0.0081682388890103,nsga2
0.0016522737918922567,0.008175022168791634,epsilon_constraint
0.001673947423143942,0.008195990984308912,nsga2
0.0016899996149223856,0.008232557585141619,nsga2
0.001735490883252556,0.008295493182545568,nsga2
0.001746464636629251,0.008318844743020994,epsilon_constraint
0.0017515642778234467,0.00832014446122888,nsga2
0.001802292738679476,0.008392867123715736,nsga2
0.0018175415544770565,0.00841802757736843,nsga2
0.0018392274864903798,0.008447628082480143,nsga2
0.0018406578761505882,0.008453610652971151,epsilon_constraint
0.0018529090266370828,0.008470664688954858,weighted_sum
0.0018776982511200658,0.008483164405539907,nsga2
0.0019205368464440833,0.008559424763993706,nsga2
0.0019348579716076566,0.008577608118618619,epsilon_constraint
0.001991025163434612,0.008652242656918602,nsga2
0.002016078428426481,0.008682482896403441,nsga2
0.00202905355363615,0.008698146428368005,epsilon_constraint
0.002050840893462651,0.008722153963524729,nsga2
0.002087030100713677,0.008761333674215659,nsga2
0.0021183876412722426,0.008805616178919649,nsga2
0.0021232514919480223,0.008812942993717411,epsilon_constraint
0.0021461501129727287,0.00882868501636524,nsga2
0.00221013169801658,0.008881444622656255,nsga2
0.002217452881991738,0.008921670603777503,epsilon_constraint
0.002240912356051943,0.008922354084082776,nsga2
0.002261826975488487,0.0089605354468697,nsga2
0.002289972524559116,0.008986163147604705,nsga2
0.0023116890436494543,0.009021653552767277,epsilon_constraint
0.0023657450173120813,0.009076320309810634,nsga2
0.002399102672945029,0.009117498006209208,weighted_sum
0.0024058656898516924,0.009123935942980244,epsilon_constraint
0.002442493198130208,0.009161142984528085,nsga2
0.0024866209502727725,0.009187827121214097,nsga2
0.0025000690500396475,0.009220087747166058,epsilon_constraint
0.002548709686088167,0.009257821852963876,nsga2
0.002594283091490781,0.00931232104480888,epsilon_constraint
0.0026337830308344632,0.009335676655530901,nsga2
0.0026726433354107544,0.009367349789259214,nsga2
0.0026884905138216046,0.009401750906491124,epsilon_constraint
0.0035608886038580373,0.010124465971086655,weighted_sum
0.004751612348612171,0.010850130000104808,weighted_sum
0.004753444919294684,0.010850539000107372,weighted_sum
0.0047550181424280535,0.010850631000076048,weighted_sum
