risk,return,method
0.00019593133674444997,0.0018506209538814921,weighted_sum
0.00020394005812864039,0.0023567822959484072,weighted_sum
0.00022172158974509523,0.0027295640163565193,weighted_sum
0.0002338379652222948,0.0027627940306871536,nsga2
0.00023631792265800002,0.0027971510876708882,nsga2
0.00024006512276755277,0.002895794055953139,nsga2
0.0002469433226921703,0.0029475904207440238,nsga2
0.00024882199013588673,0.0030877739723233605,nsga2
0.00024936801784313276,0.003343676814748652,nsga2
0.0002507110672302874,0.003406332712331831,nsga2
0.0002564079161379727,0.003527183417430986,nsga2
0.0002681411214099571,0.00367543145211299,nsga2
0.0002741284030084956,0.0037691672270845945,nsga2
0.00027868686078380187,0.0038041171030678174,nsga2
0.000288415614875139,0.0038562580086943204,nsga2
0.00029499176828835593,0.004010921078652848,nsga2
0.00029621124967356454,0.0040455141924185655,nsga2
0.0003025464068402724,0.004142188134487031,nsga2
0.00030284199326168583,0.004390848553272819,nsga2
0.0003086901305553413,0.004396039159569037,weighted_sum
0.0003102883285551628,0.004517721461938626,nsga2
0.00031493407639369454,0.0046064846220676345,nsga2
0.0003277831407766069,0.004717542497513359,nsga2
0.0003347344589129484,0.004839242276527431,nsga2
0.0003427422579037868,0.004901962985460928,nsga2
0.00034939939732061095,0.0049450556420880375,nsga2
0.00035526264368495545,0.005017091718158656,nsga2
0.00035699567230067816,0.005081769398254759,nsga2
0.00036344578905902645,0.005171638110951517,nsga2
0.0003652758371027986,0.0051981640355539555,weighted_sum
0.00037269827666012946,0.005305095009601511,nsga2
0.0003762407612533913,0.00534463690871622,nsga2
0.00038718098897054195,0.005414791407225179,nsga2
0.00039771633326523285,0.005520237717089562,nsga2
0.0004062009123079646,0.005614513577041422,nsga2
0.00041475734376464823,0.005691703532591842,nsga2
0.00042644282396627815,0.005767246355550686,nsga2
0.00042742648376776886,0.005793082102082677,nsga2
0.00044114990737950254,0.00588961876383878,nsga2
0.00045514914948547696,0.0059744931626747365,nsga2
0.0004692801536552455,0.00601594789534417,nsga2
0.000488879307152615,0.0061754110862528785,nsga2
0.0005015077930853149,0.006236137764313761,nsga2
0.0005110867839095056,0.006288141739473763,nsga2
0.0005252453072729681,0.00635425795788455,nsga2
0.0005325535860563905,0.006383092543538357,nsga2
0.000537667491788033,0.006461141826544638,weighted_sum
0.0005490583868610836,0.006540877774612427,weighted_sum
0.0005653001238422698,0.006585806811243449,nsga2
0.0005657924152542785,0.006636549004428056,weighted_sum
0.0005800011547393945,0.006654701650141585,nsga2
0.0005882713204098203,0.006667188449601235,nsga2
0.0005907944702338551,0.006753507801595178,weighted_sum
0.000613401470091953,0.006780489138375341,nsga2
0.0006288367068292547,0.006848157344337659,nsga2
0.0006367194482175046,0.006882873398864351,nsga2
0.0006455883073303824,0.006952154477894732,nsga2
0.0006550514724294221,0.006977206958312561,nsga2
0.0006697442695248997,0.006992799935446234,nsga2
0.0006805062638583589,0.007016485908536615,nsga2
0.0006862772776414545,0.007044155677539841,nsga2
0.0007013815387204655,0.007119453093069208,nsga2
0.0007156128317437643,0.007191796752793991,epsilon_constraint
0.0007387932287286958,0.007215700422129892,nsga2
0.0007606230589318269,0.007245061589660384,nsga2
0.0007772997177300351,0.007275492450982253,nsga2
0.0007921830319769032,0.007314308666022132,nsga2
0.000796242778492824,0.007445332749102421,nsga2
0.0008034236369007482,0.007522545206010721,nsga2
0.0008117286437056271,0.007589858447441925,nsga2
0.0008187305396224311,0.0076184941213630845,weighted_sum
0.0008298888201920887,0.007649070057587092,nsga2
0.0008380707494304925,0.007669712206535796,nsga2
0.0008603875189658136,0.007687692677507567,nsga2
0.0008631561548414343,0.007694966109634438,nsga2
0.0008861393900221245,0.007710162156995423,nsga2
0.0009005010723703838,0.007716647230678893,nsga2
0.0009165536933118112,0.007765204761620655,epsilon_constraint
0.0009392207012894708,0.007775939322919717,nsga2
0.0009611297246055609,0.007833160050734391,nsga2
0.000999490610557235,0.008134394254304254,weighted_sum
0.0010170637444525136,0.008179327269600828,epsilon_constraint
0.001024071559013724,0.00819536826033544,weighted_sum
0.0010678861305290954,0.008280762827446006,weighted_sum
0.001117933637824047,0.008358836838292647,epsilon_constraint
0.0011541441784130816,0.008408848398336628,weighted_sum
0.0012183430192852169,0.008486391718730892,epsilon_constraint
0.0013188085400977186,0.00859056553167123,epsilon_constraint
0.0013526339081709599,0.008622283652407482,weighted_sum
0.0014192954629318967,0.008680464759779792,epsilon_constraint
0.001519789267454573,0.008762108966979133,epsilon_constraint
0.001620290701130525,0.008836230305621535,epsilon_constraint
0.0017207837188169396,0.00890460835600986,epsilon_constraint
0.0017322055897988481,0.008911411041198617,weighted_sum
0.0018218308401539984,0.008954841565492965,epsilon_constraint
0.001922216061543813,0.008992259753954039,epsilon_constraint
0.0020226508094324984,0.009023562134631737,epsilon_constraint
0.0020704399396851273,0.009037019274644216,weighted_sum
0.002123117609095614,0.00905099608123969,epsilon_constraint
0.0022236002626250676,0.009075780642985117,epsilon_constraint
0.00232409224914329,0.009098504497175449,epsilon_constraint
0.0029266255029006512,0.009191907000080038,weighted_sum
